,page,country,rev_id,prediction,Geography,population
22108,Manuel Palafox,MEXICO,711103096,Start,MEXICO,130.8
22109,Abraham González Uyeda,MEXICO,712021966,Stub,MEXICO,130.8
22110,Alicia Llanos de Ramos,MEXICO,713312109,Stub,MEXICO,130.8
22111,César Bojórquez Zapata,MEXICO,713621998,Stub,MEXICO,130.8
22112,Pedro Kumamoto,MEXICO,714352867,Stub,MEXICO,130.8
22113,Eduardo Vasconcelos,MEXICO,715134842,Stub,MEXICO,130.8
22114,José Luis Santiago Vasconcelos,MEXICO,715440423,Stub,MEXICO,130.8
22115,Claude Heller,MEXICO,715899103,Stub,MEXICO,130.8
22116,Enrique Cornelio Osornio Martínez de los Ríos,MEXICO,716039600,Start,MEXICO,130.8
22117,Leonardo Ffrench,MEXICO,717151526,Stub,MEXICO,130.8
22118,Salvador Cienfuegos Zepeda,MEXICO,717925034,Stub,MEXICO,130.8
22119,Juan Carlos Caballero Vega,MEXICO,718079230,Stub,MEXICO,130.8
22120,Francisco del Río y Cañedo,MEXICO,718450251,Stub,MEXICO,130.8
22121,Manuel Torres Bueno,MEXICO,719345982,Start,MEXICO,130.8
22122,Ignacio Alcocer,MEXICO,719404160,Stub,MEXICO,130.8
22123,Juan Francisco Urquidi,MEXICO,719615817,Start,MEXICO,130.8
22124,Gustavo Sáenz de Sicilia,MEXICO,719777573,Stub,MEXICO,130.8
22125,Belisario Domínguez,MEXICO,720174814,Start,MEXICO,130.8
22126,José Inocente Lugo,MEXICO,720797192,Stub,MEXICO,130.8
22127,Gonzalo Vázquez Vela,MEXICO,720833892,Stub,MEXICO,130.8
22128,Carmen García González,MEXICO,720845274,Stub,MEXICO,130.8
22129,Miguel González Avelar,MEXICO,720872920,Stub,MEXICO,130.8
22130,Enrique Olivares Santana,MEXICO,721023795,Stub,MEXICO,130.8
22131,Carlos Trejo Lerdo de Tejada,MEXICO,721023901,Stub,MEXICO,130.8
22132,Lourdes Aranda,MEXICO,721856824,Stub,MEXICO,130.8
22133,Juan Pío Manzano,MEXICO,722087056,Stub,MEXICO,130.8
22134,Delfina Ortega Díaz,MEXICO,723691965,Stub,MEXICO,130.8
22135,Ángel Paulino Canul,MEXICO,724367823,Stub,MEXICO,130.8
22136,Jorge Madrazo Cuéllar,MEXICO,724414039,Stub,MEXICO,130.8
22137,Alfonso González Ruiz,MEXICO,724428518,Stub,MEXICO,130.8
22138,José Alfonso Muñoz Muñoz,MEXICO,724456870,Stub,MEXICO,130.8
22139,Lázaro Garza Ayala,MEXICO,724771130,Stub,MEXICO,130.8
22140,Rogelio Ortega Martínez,MEXICO,724923611,Stub,MEXICO,130.8
22141,Addy García López,MEXICO,725168732,Stub,MEXICO,130.8
22142,Alejandra Méndez Salorio,MEXICO,725168997,Stub,MEXICO,130.8
22143,Ana Bricia Muro González,MEXICO,725169396,Stub,MEXICO,130.8
22144,Ana Lilia Guillén Quiroz,MEXICO,725169421,Stub,MEXICO,130.8
22145,Ana Luz Juárez Alejo,MEXICO,725169446,Stub,MEXICO,130.8
22146,Araceli Velázquez,MEXICO,725169819,Stub,MEXICO,130.8
22147,Blanca Amelia Gámez,MEXICO,725170423,Stub,MEXICO,130.8
22148,Blanca Eppen,MEXICO,725170433,Stub,MEXICO,130.8
22149,Carla Rochín Nieto,MEXICO,725170635,Stub,MEXICO,130.8
22150,Concepción Robles Altamirano,MEXICO,725171315,Stub,MEXICO,130.8
22151,Consuelo Camarena,MEXICO,725171356,Stub,MEXICO,130.8
22152,Consuelo Muro Urista,MEXICO,725171358,Stub,MEXICO,130.8
22153,Edelmira Gutiérrez,MEXICO,725171772,Stub,MEXICO,130.8
22154,Eliana García Laguna,MEXICO,725171834,Stub,MEXICO,130.8
22155,Elsa Obrajero Montes,MEXICO,725171893,Stub,MEXICO,130.8
22156,Evangelina Pérez Zaragoza,MEXICO,725172381,Stub,MEXICO,130.8
22157,Evelia Sandoval Urbán,MEXICO,725172385,Stub,MEXICO,130.8
22158,Gema Martínez López,MEXICO,725173202,Stub,MEXICO,130.8
22159,Gisela Lara Saldaña,MEXICO,725173279,Stub,MEXICO,130.8
22160,Guadalupe Morales Rubio,MEXICO,725173642,Stub,MEXICO,130.8
22161,Gustavo Moreno Ramos,MEXICO,725174519,Stub,MEXICO,130.8
22162,Irma Moreno Ovalles,MEXICO,725174967,Stub,MEXICO,130.8
22163,Irma Sinforina Figueroa,MEXICO,725174976,Stub,MEXICO,130.8
22164,Janette Ovando,MEXICO,725175113,Stub,MEXICO,130.8
22165,Jesús Zúñiga Romero,MEXICO,725175290,Stub,MEXICO,130.8
22166,José Luis Briones Briseño,MEXICO,725175710,Stub,MEXICO,130.8
22167,Juan Antonio Guajardo,MEXICO,725175990,Stub,MEXICO,130.8
22168,Karina Martínez Cantú,MEXICO,725176389,Stub,MEXICO,130.8
22169,Laura Elena Martínez Rivera,MEXICO,725176430,Stub,MEXICO,130.8
22170,Laura Reyes Retana,MEXICO,725176516,Stub,MEXICO,130.8
22171,Leticia Gutiérrez Corona,MEXICO,725176659,Stub,MEXICO,130.8
22172,Lilia Reyes Morales,MEXICO,725176707,Stub,MEXICO,130.8
22173,Lorena Torres Ramos,MEXICO,725177025,Stub,MEXICO,130.8
22174,Magdalena González Furlong,MEXICO,725177522,Start,MEXICO,130.8
22175,Marbella Casanova,MEXICO,725177584,Stub,MEXICO,130.8
22176,Margarita Martínez López,MEXICO,725177732,Stub,MEXICO,130.8
22177,Mario Moya Palencia,MEXICO,725177859,Start,MEXICO,130.8
22178,Marisol Urrea Camarena,MEXICO,725177880,Stub,MEXICO,130.8
22179,Marlene Herrera Díaz,MEXICO,725177888,Stub,MEXICO,130.8
22180,María Angélica Díaz del Campo,MEXICO,725178046,Stub,MEXICO,130.8
22181,María Angélica Ramírez Luna,MEXICO,725178059,Stub,MEXICO,130.8
22182,María Arias Staines,MEXICO,725178090,Stub,MEXICO,130.8
22183,María Concepción Fajardo,MEXICO,725178118,Stub,MEXICO,130.8
22184,María García Velasco,MEXICO,725178515,Stub,MEXICO,130.8
22185,María Garfias Maldonado,MEXICO,725178517,Stub,MEXICO,130.8
22186,María Jaspeado,MEXICO,725178563,Stub,MEXICO,130.8
22187,María Rodríguez de Alba,MEXICO,725178594,Stub,MEXICO,130.8
22188,María Talavera Hernández,MEXICO,725178609,Stub,MEXICO,130.8
22189,María del Carmen Escudero,MEXICO,725178695,Stub,MEXICO,130.8
22190,Moisés Jiménez Sánchez,MEXICO,725179070,Stub,MEXICO,130.8
22191,Myriam Arabian,MEXICO,725179083,Stub,MEXICO,130.8
22192,Norma Patricia Saucedo,MEXICO,725207874,Stub,MEXICO,130.8
22193,Norma Sotelo Ochoa,MEXICO,725207884,Stub,MEXICO,130.8
22194,Patricia Durán Reveles,MEXICO,725208022,Stub,MEXICO,130.8
22195,Patricia Flores Fuentes,MEXICO,725208027,Stub,MEXICO,130.8
22196,Patricia Garduño,MEXICO,725208041,Stub,MEXICO,130.8
22197,Raymundo Flores,MEXICO,725208364,Stub,MEXICO,130.8
22198,Rebeca Godínez y Bravo,MEXICO,725208430,Stub,MEXICO,130.8
22199,Rocío Guzmán de Paz,MEXICO,725208703,Stub,MEXICO,130.8
22200,Rocío Sánchez Pérez,MEXICO,725208726,Stub,MEXICO,130.8
22201,Rodolfo Elizondo Torres,MEXICO,725208752,Start,MEXICO,130.8
22202,Rosa Valenzuela Rodelo,MEXICO,725208879,Stub,MEXICO,130.8
22203,Rosario Herrera Ascencio,MEXICO,725208905,Stub,MEXICO,130.8
22204,Rosario Sáenz López,MEXICO,725208910,Stub,MEXICO,130.8
22205,Ruth Hernández Martínez,MEXICO,725208973,Stub,MEXICO,130.8
22206,Sara Rocha Medina,MEXICO,725209144,Stub,MEXICO,130.8
22207,Socorro Díaz Palacios,MEXICO,725209315,Stub,MEXICO,130.8
22208,Sócrates Rizzo,MEXICO,725209440,Start,MEXICO,130.8
22209,Victoria Méndez Márquez,MEXICO,725209651,Stub,MEXICO,130.8
22210,Virginia Baeza Estrella,MEXICO,725209669,Stub,MEXICO,130.8
22211,Virginia Jaramillo,MEXICO,725209672,Stub,MEXICO,130.8
22212,Yadira Serrano Crespo,MEXICO,725209903,Stub,MEXICO,130.8
22213,Yolanda Peniche Blanco,MEXICO,725209937,Stub,MEXICO,130.8
22214,Yolanda Valladares,MEXICO,725209938,Stub,MEXICO,130.8
22215,Yvette Salazar,MEXICO,725209944,Stub,MEXICO,130.8
22216,Óscar Martín Ramos Salinas,MEXICO,725210076,Stub,MEXICO,130.8
22217,Arturo de la Garza González,MEXICO,725385758,Stub,MEXICO,130.8
22218,Rocío García Gaytán,MEXICO,725433832,Stub,MEXICO,130.8
22219,María de los Ángeles Fromow,MEXICO,726046901,Stub,MEXICO,130.8
22220,María de Jesús Aguirre Maldonado,MEXICO,726046926,Stub,MEXICO,130.8
22221,Martha Laguette,MEXICO,726047254,Stub,MEXICO,130.8
22222,Diana Bernal,MEXICO,726048234,Stub,MEXICO,130.8
22223,Manuel Eduardo de Gorostiza,MEXICO,726279520,Stub,MEXICO,130.8
22224,Joaquín María del Castillo y Lanzas,MEXICO,727613584,Start,MEXICO,130.8
22225,Antonio Enríquez Savignac,MEXICO,728029728,Stub,MEXICO,130.8
22226,Víctor Suárez Carrera,MEXICO,728820349,Stub,MEXICO,130.8
22227,José Manuel Zozaya,MEXICO,729096156,Stub,MEXICO,130.8
22228,Luis de la Rosa Oteiza,MEXICO,729097037,Start,MEXICO,130.8
22229,Antonio Riva Palacio,MEXICO,729788041,Stub,MEXICO,130.8
22230,Francisco Pizarro Martínez,MEXICO,729947638,Start,MEXICO,130.8
22231,Pablo Obregón,MEXICO,730220799,Stub,MEXICO,130.8
22232,Santiago Abreú,MEXICO,730262774,Start,MEXICO,130.8
22233,Víctor Bravo Ahuja,MEXICO,730949261,Stub,MEXICO,130.8
22234,Reynaldo Escobar Pérez,MEXICO,732812304,Stub,MEXICO,130.8
22235,María del Carmen Mendoza Flores,MEXICO,733885110,Stub,MEXICO,130.8
22236,José Luis Oliva Meza,MEXICO,737669373,Stub,MEXICO,130.8
22237,María Teresa Herrera,MEXICO,737966248,Stub,MEXICO,130.8
22238,Xavier Abreu Sierra,MEXICO,738482639,Stub,MEXICO,130.8
22239,Emilio Álvarez Icaza,MEXICO,738685387,Stub,MEXICO,130.8
22240,Alfredo Rogerio Pérez Bravo,MEXICO,738881585,Stub,MEXICO,130.8
22241,Leticia Userralde,MEXICO,739139096,Stub,MEXICO,130.8
22242,Enrique Berruga,MEXICO,740189371,Stub,MEXICO,130.8
22243,Ernesto Madero,MEXICO,740605862,Stub,MEXICO,130.8
22244,José Woldenberg,MEXICO,740633669,Start,MEXICO,130.8
22245,Julio Rodolfo Moctezuma,MEXICO,740633985,Stub,MEXICO,130.8
22246,Felipe Carrillo Puerto,MEXICO,742122892,C,MEXICO,130.8
22247,Rubén Jaramillo,MEXICO,742718944,C,MEXICO,130.8
22248,Juan Bandini,MEXICO,743678577,C,MEXICO,130.8
22249,José Antonio Estudillo,MEXICO,743681693,Start,MEXICO,130.8
22250,Emperor of Mexico,MEXICO,743694777,Stub,MEXICO,130.8
22251,Flora Guerrero,MEXICO,743818780,Stub,MEXICO,130.8
22252,Jesús León Santos,MEXICO,743856663,Stub,MEXICO,130.8
22253,Fernando Solana,MEXICO,744117606,Start,MEXICO,130.8
22254,Guadalupe Borja,MEXICO,744295196,Stub,MEXICO,130.8
22255,José María Montoya (diplomat),MEXICO,744454070,Stub,MEXICO,130.8
22256,Joaquín Gamboa Pascoe,MEXICO,744466173,Stub,MEXICO,130.8
22257,Roberto V. Pesqueira,MEXICO,744600750,Start,MEXICO,130.8
22258,Santiago Fierro Fierro,MEXICO,745125123,Stub,MEXICO,130.8
22259,Teresa Villarreal,MEXICO,745251506,Start,MEXICO,130.8
22260,Victoriano Salado Álvarez,MEXICO,745280055,Stub,MEXICO,130.8
22261,José Chavéz y Castillo,MEXICO,745636441,Stub,MEXICO,130.8
22262,Teresa García de Madero,MEXICO,746262038,Stub,MEXICO,130.8
22263,Rafael Zubarán Capmany,MEXICO,747090553,Stub,MEXICO,130.8
22264,Tatiana Clouthier,MEXICO,747749471,Start,MEXICO,130.8
22265,Juan Velázquez Tlacotzin,MEXICO,747816168,Stub,MEXICO,130.8
22266,Carlos Loret de Mola Mediz,MEXICO,748019396,Start,MEXICO,130.8
22267,María de los Ángeles Pineda Villa,MEXICO,748113497,C,MEXICO,130.8
22268,Eduardo Ibarrola Nicolín,MEXICO,752064430,Stub,MEXICO,130.8
22269,Hugo B. Margáin,MEXICO,754156822,Stub,MEXICO,130.8
22270,José Gómez Gordóa,MEXICO,755267402,Stub,MEXICO,130.8
22271,Jorge Guajardo,MEXICO,755318282,Stub,MEXICO,130.8
22272,Rodolfo Montiel Flores,MEXICO,755577812,Stub,MEXICO,130.8
22273,Garcia de Leon family of Mexico,MEXICO,755710269,Stub,MEXICO,130.8
22274,Edelmiro Cavazos Leal,MEXICO,755779480,Start,MEXICO,130.8
22275,Gabriela Aguilar García,MEXICO,757144462,Stub,MEXICO,130.8
22276,Marco Antonio Martinez Dabdoub,MEXICO,757144637,Stub,MEXICO,130.8
22277,Abundio Peregrino García,MEXICO,757145986,Stub,MEXICO,130.8
22278,Alejandro González Yáñez,MEXICO,757146386,Stub,MEXICO,130.8
22279,Anuario Luis Herrera Solís,MEXICO,757146811,Stub,MEXICO,130.8
22280,Armando Chavarría Barrera,MEXICO,757146887,Stub,MEXICO,130.8
22281,Armando García Méndez,MEXICO,757146905,Stub,MEXICO,130.8
22282,Arturo Zamora Jiménez,MEXICO,757147057,Stub,MEXICO,130.8
22283,Arturo de la Garza Tijerina,MEXICO,757147064,Stub,MEXICO,130.8
22284,Benjamín Clariond,MEXICO,757147197,Stub,MEXICO,130.8
22285,Carlos Alberto Flores Gutiérrez,MEXICO,757147443,Stub,MEXICO,130.8
22286,César Jáuregui Robles,MEXICO,757148792,Stub,MEXICO,130.8
22287,David Monreal Ávila,MEXICO,757149034,Stub,MEXICO,130.8
22288,David Sánchez Camacho,MEXICO,757149060,Stub,MEXICO,130.8
22289,Delio Hernández Valadés,MEXICO,757149088,Stub,MEXICO,130.8
22290,Enrique Garza Támez,MEXICO,757149379,Stub,MEXICO,130.8
22291,Jesús Manuel Lara Rodríguez,MEXICO,757149544,C,MEXICO,130.8
22292,Fernando Díaz de la Vega,MEXICO,757149921,Stub,MEXICO,130.8
22293,Fernando Margáin,MEXICO,757149949,Stub,MEXICO,130.8
22294,Francisco Esparza Hernández,MEXICO,757150124,Stub,MEXICO,130.8
22295,Francisco Espinosa Ramos,MEXICO,757150129,Stub,MEXICO,130.8
22296,Francisco Javier Flores Chávez,MEXICO,757150184,Stub,MEXICO,130.8
22297,Francisco Moreno Merino,MEXICO,757150230,Stub,MEXICO,130.8
22298,Francisco Xavier Berganza,MEXICO,757150257,Stub,MEXICO,130.8
22299,Gerardo del Mazo Morales,MEXICO,757150472,Stub,MEXICO,130.8
22300,Herón Escobar,MEXICO,757150994,Stub,MEXICO,130.8
22301,Hilario Esquivel Martínez,MEXICO,757150997,Stub,MEXICO,130.8
22302,Héctor Miguel Bautista López,MEXICO,757151418,Stub,MEXICO,130.8
22303,Héctor Ortiz Ortiz,MEXICO,757151471,Start,MEXICO,130.8
22304,Héctor Roblero Gordillo,MEXICO,757151514,Stub,MEXICO,130.8
22305,Jacinto Gómez Pasillas,MEXICO,757151795,Stub,MEXICO,130.8
22306,Jaime Arturo Vázquez Aguilar,MEXICO,757151817,Stub,MEXICO,130.8
22307,Jaime Bonilla Valdez,MEXICO,757151825,Stub,MEXICO,130.8
22308,Jaime Cárdenas Gracia,MEXICO,757151844,Stub,MEXICO,130.8
22309,Joaquín Vela González,MEXICO,757152203,Stub,MEXICO,130.8
22310,Joel Padilla Peña,MEXICO,757152238,Stub,MEXICO,130.8
22311,José Alberto Benavides,MEXICO,757153064,Stub,MEXICO,130.8
22312,José Angelino Caamal,MEXICO,757153168,Stub,MEXICO,130.8
22313,José Antonio Aguilar Bodegas,MEXICO,757153171,Start,MEXICO,130.8
22314,José Antonio Calderón Cardoso,MEXICO,757153244,Stub,MEXICO,130.8
22315,José Arturo López Cándido,MEXICO,757153292,Stub,MEXICO,130.8
22316,José Isabel Meza Elizondo,MEXICO,757153565,Stub,MEXICO,130.8
22317,José Luis Flores Méndez,MEXICO,757153610,Stub,MEXICO,130.8
22318,José Luis Lobato (politician),MEXICO,757153622,Stub,MEXICO,130.8
22319,José Manuel del Río,MEXICO,757153678,Stub,MEXICO,130.8
22320,José María Anaya Ochoa,MEXICO,757153690,Stub,MEXICO,130.8
22321,Luis Alberto Villarreal,MEXICO,757154697,Stub,MEXICO,130.8
22322,Luis Antonio González Roldán,MEXICO,757154725,Stub,MEXICO,130.8
22323,Manuel Cárdenas Fonseca,MEXICO,757155008,Stub,MEXICO,130.8
22324,Marco Antonio Blásquez Salinas,MEXICO,757155117,Stub,MEXICO,130.8
22325,Mario di Costanzo,MEXICO,757172406,Stub,MEXICO,130.8
22326,Martín Palacios Calderón,MEXICO,757172833,Stub,MEXICO,130.8
22327,Miguel Ángel Jiménez Godínez,MEXICO,757173615,Stub,MEXICO,130.8
22328,Orlando García Flores,MEXICO,757173910,Stub,MEXICO,130.8
22329,Pablo Leopoldo Arreola Ortega,MEXICO,757173960,Stub,MEXICO,130.8
22330,Pedro Vázquez González,MEXICO,757174187,Stub,MEXICO,130.8
22331,Primitivo Ríos Vázquez,MEXICO,757174205,Stub,MEXICO,130.8
22332,Rafael Ochoa Guzmán,MEXICO,757174249,Stub,MEXICO,130.8
22333,René Fujiwara,MEXICO,757174476,Stub,MEXICO,130.8
22334,Rodolfo Solís Parga,MEXICO,757174723,Stub,MEXICO,130.8
22335,Rubén Aguilar Jiménez,MEXICO,757174860,Stub,MEXICO,130.8
22336,Rubén Félix Hays,MEXICO,757174869,Stub,MEXICO,130.8
22337,Salvador Escobedo Zoletto,MEXICO,757174931,Stub,MEXICO,130.8
22338,Santiago Pedro Cortés,MEXICO,757175028,Stub,MEXICO,130.8
22339,Silvano Garay Ulloa,MEXICO,757175106,Stub,MEXICO,130.8
22340,Víctor Antonio García Dávila,MEXICO,757175389,Stub,MEXICO,130.8
22341,Óscar González Yáñez,MEXICO,757175683,Stub,MEXICO,130.8
22342,María Elyd Sáenz,MEXICO,757189978,Stub,MEXICO,130.8
22343,Addy Joaquín Coldwell,MEXICO,757213180,Start,MEXICO,130.8
22344,Adela Cerezo Bautista,MEXICO,757213200,Stub,MEXICO,130.8
22345,Adela Graniel Campos,MEXICO,757213301,Stub,MEXICO,130.8
22346,Adela Robles Morales,MEXICO,757213304,Stub,MEXICO,130.8
22347,Adriana Castelán Macías,MEXICO,757213307,Stub,MEXICO,130.8
22348,Adriana Díaz Contreras,MEXICO,757213311,Stub,MEXICO,130.8
22349,Adriana Fuentes Téllez,MEXICO,757213314,Stub,MEXICO,130.8
22350,Adriana Hernández Íñiguez,MEXICO,757213319,Stub,MEXICO,130.8
22351,Adriana Hinojosa Céspedes,MEXICO,757213327,Stub,MEXICO,130.8
22352,Adriana Rodríguez Vizcarra,MEXICO,757213332,Stub,MEXICO,130.8
22353,Adriana Sarur,MEXICO,757213333,Stub,MEXICO,130.8
22354,Adriana Vieyra Olivares,MEXICO,757213338,Stub,MEXICO,130.8
22355,Alba Leonila Méndez,MEXICO,757213345,Stub,MEXICO,130.8
22356,Alfa González Magallanes,MEXICO,757213356,Stub,MEXICO,130.8
22357,Alicia Ricalde Magaña,MEXICO,757213358,Stub,MEXICO,130.8
22358,Alicia Rodríguez Martínez,MEXICO,757213365,Stub,MEXICO,130.8
22359,Alicia Zamora Villalva,MEXICO,757213368,Stub,MEXICO,130.8
22360,Alliet Mariana Bautista,MEXICO,757213371,Stub,MEXICO,130.8
22361,Alma Arroyo Ruiz,MEXICO,757213373,Stub,MEXICO,130.8
22362,Alma Edwviges Alcaraz,MEXICO,757213378,Stub,MEXICO,130.8
22363,Alma Hilda Medina Macías,MEXICO,757213379,Stub,MEXICO,130.8
22364,Alma Lilia Luna Munguía,MEXICO,757213381,Start,MEXICO,130.8
22365,Alma Marina Vitela,MEXICO,757213382,Stub,MEXICO,130.8
22366,Alma Xóchil Cardona,MEXICO,757213383,Stub,MEXICO,130.8
22367,Alín Nayely de Jesús Sánchez,MEXICO,757213396,Stub,MEXICO,130.8
22368,Amira Griselda Gómez,MEXICO,757213402,Stub,MEXICO,130.8
22369,Ana Elia Paredes Arciga,MEXICO,757213406,Stub,MEXICO,130.8
22370,Ana Elisa Pérez Bolaños,MEXICO,757213408,Stub,MEXICO,130.8
22371,Ana Estela Durán Rico,MEXICO,757213409,Stub,MEXICO,130.8
22372,Ana Lilia Garza Cadena,MEXICO,757213417,Stub,MEXICO,130.8
22373,Ana Luz Lobato,MEXICO,757213433,Stub,MEXICO,130.8
22374,Ana María Ramírez Cerda,MEXICO,757213435,Stub,MEXICO,130.8
22375,Ana María Rojas Ruiz,MEXICO,757213447,Stub,MEXICO,130.8
22376,Ana Teresa Velázquez Beeck,MEXICO,757213478,Stub,MEXICO,130.8
22377,Ana Yurixi Leyva Piñón,MEXICO,757213480,Stub,MEXICO,130.8
22378,Anel Patricia Nava Pérez,MEXICO,757213486,Stub,MEXICO,130.8
22379,Angelina Carreño Mijares,MEXICO,757213492,Stub,MEXICO,130.8
22380,Angelina Sánchez Valdez,MEXICO,757213497,Stub,MEXICO,130.8
