,page,country,rev_id,prediction,Geography,population
4567,Mehmet Tahsini,ALBANIA,747588488,Stub,ALBANIA,2.9
4568,Pertef Pogoni,ALBANIA,747612892,Stub,ALBANIA,2.9
4569,Sabit Lulo,ALBANIA,747637065,Stub,ALBANIA,2.9
4570,Sokrat Dodbiba,ALBANIA,747887240,Start,ALBANIA,2.9
4571,Ismail Lleshi,ALBANIA,748847385,Stub,ALBANIA,2.9
4572,Olsi Baze,ALBANIA,749473060,Stub,ALBANIA,2.9
4573,Sulejman Vokshi,ALBANIA,749828657,Start,ALBANIA,2.9
4574,Ahmet Koronica,ALBANIA,749829018,Start,ALBANIA,2.9
4575,Avni Klinaku,ALBANIA,750544980,Stub,ALBANIA,2.9
4576,Kolë Tromara,ALBANIA,750637295,C,ALBANIA,2.9
4577,Thoma Deliana,ALBANIA,750648438,Start,ALBANIA,2.9
4578,Sali Nivica,ALBANIA,751070415,Start,ALBANIA,2.9
4579,Gëzim Boçari,ALBANIA,751432945,Stub,ALBANIA,2.9
4580,Bajram Kelmendi,ALBANIA,752913381,Start,ALBANIA,2.9
4581,Njazi Kosovrasti,ALBANIA,755145396,Stub,ALBANIA,2.9
4582,Teodor Heba,ALBANIA,755220895,Stub,ALBANIA,2.9
4583,Adrian Kollozi,ALBANIA,756676145,Stub,ALBANIA,2.9
4584,Ardian Turku,ALBANIA,756676189,Stub,ALBANIA,2.9
4585,Aurel Bylykbashi,ALBANIA,756676226,Stub,ALBANIA,2.9
4586,Bedri Hoxha,ALBANIA,756676244,Stub,ALBANIA,2.9
4587,Besnik Dushaj,ALBANIA,756676271,Stub,ALBANIA,2.9
4588,Dashnor Sula,ALBANIA,756676294,Stub,ALBANIA,2.9
4589,Edi Paloka,ALBANIA,756676301,Stub,ALBANIA,2.9
4590,Edmond Spaho,ALBANIA,756676308,Stub,ALBANIA,2.9
4591,Ferdinand Xhaferraj,ALBANIA,756676344,Stub,ALBANIA,2.9
4592,Ilir Gjoni,ALBANIA,756676440,Start,ALBANIA,2.9
4593,Kosta Barka,ALBANIA,756676475,Stub,ALBANIA,2.9
4594,Kreshnik Çipi,ALBANIA,756676478,Stub,ALBANIA,2.9
4595,Mehmet Xheka,ALBANIA,756676543,Stub,ALBANIA,2.9
4596,Namik Dokle,ALBANIA,756676568,Stub,ALBANIA,2.9
4597,Ndriçim Babasi,ALBANIA,756676581,Stub,ALBANIA,2.9
4598,Ndue Paluca,ALBANIA,756676595,Stub,ALBANIA,2.9
4599,Osman Metalla,ALBANIA,756676597,Stub,ALBANIA,2.9
4600,Paulin Sterkaj,ALBANIA,756676607,Stub,ALBANIA,2.9
4601,Ramiz Çobaj,ALBANIA,756676653,Stub,ALBANIA,2.9
4602,Rajmond Hoxha,ALBANIA,756676669,Stub,ALBANIA,2.9
4603,Selami Xhepa,ALBANIA,756676688,Stub,ALBANIA,2.9
4604,Sherefedin Shehu,ALBANIA,756676691,Stub,ALBANIA,2.9
4605,Sokol Olldashi,ALBANIA,756676704,Stub,ALBANIA,2.9
4606,Spiro Ksera,ALBANIA,756676720,Stub,ALBANIA,2.9
4607,Sybi Hida,ALBANIA,756676726,Stub,ALBANIA,2.9
4608,Tritan Shehu,ALBANIA,756676740,Stub,ALBANIA,2.9
4609,Vangjel Dule,ALBANIA,756676745,Stub,ALBANIA,2.9
4610,Vangjel Tavo,ALBANIA,756676752,Stub,ALBANIA,2.9
4611,Vasillaq Ngresi,ALBANIA,756676759,Stub,ALBANIA,2.9
4612,Viktor Gumi,ALBANIA,756676762,Stub,ALBANIA,2.9
4613,Ylli Lama,ALBANIA,756676764,Stub,ALBANIA,2.9
4614,Mustafa Bëssj Ndroqi,ALBANIA,756880750,Stub,ALBANIA,2.9
4615,Fatbardh Kadilli,ALBANIA,757341340,Stub,ALBANIA,2.9
4616,Fatos Beja,ALBANIA,757354231,Stub,ALBANIA,2.9
4617,Fatos Hoxha,ALBANIA,757354413,Stub,ALBANIA,2.9
4618,Abdullah Pashe Taushani,ALBANIA,757544660,Stub,ALBANIA,2.9
4619,Florjon Mima,ALBANIA,757856073,Stub,ALBANIA,2.9
4620,Teodor Laço,ALBANIA,758633802,Start,ALBANIA,2.9
4621,Gjergji Papa,ALBANIA,759665466,Stub,ALBANIA,2.9
4622,Gjok Uldedaj,ALBANIA,759665935,Stub,ALBANIA,2.9
4623,Pirro Kondi,ALBANIA,761708375,Start,ALBANIA,2.9
4624,Spiridon Kacarosi,ALBANIA,761911357,Stub,ALBANIA,2.9
4625,Fuat Dibra,ALBANIA,762110105,Start,ALBANIA,2.9
4626,Kastriot Islami,ALBANIA,762839278,Start,ALBANIA,2.9
4627,Fadil Paçrami,ALBANIA,763038683,Stub,ALBANIA,2.9
4628,Isuf Vrioni,ALBANIA,763731518,Start,ALBANIA,2.9
4629,Alfred Karamuço,ALBANIA,764504709,Stub,ALBANIA,2.9
4630,Sokol Gjoka,ALBANIA,764651177,Stub,ALBANIA,2.9
4631,Maksim Cikuli,ALBANIA,764898690,Stub,ALBANIA,2.9
4632,Bujar Dida,ALBANIA,765106664,Start,ALBANIA,2.9
4633,Sabri Godo,ALBANIA,765323312,C,ALBANIA,2.9
4634,Shaqir Vukaj,ALBANIA,766126315,Stub,ALBANIA,2.9
4635,Mark Marku,ALBANIA,766126905,Start,ALBANIA,2.9
4636,Myslim Peza,ALBANIA,766524458,Stub,ALBANIA,2.9
4637,Gazmend Oketa,ALBANIA,767275757,Stub,ALBANIA,2.9
4638,Haxhi Lleshi,ALBANIA,769689871,Start,ALBANIA,2.9
4639,Maliq Bushati,ALBANIA,770031114,Stub,ALBANIA,2.9
4640,Eqrem Libohova,ALBANIA,770031699,Start,ALBANIA,2.9
4641,Bashkim Fino,ALBANIA,770033843,Stub,ALBANIA,2.9
4642,Ilir Beqaj,ALBANIA,770035856,Start,ALBANIA,2.9
4643,Kreshnik Spahiu,ALBANIA,771170645,Stub,ALBANIA,2.9
4644,Safet Zhulali,ALBANIA,773016530,Stub,ALBANIA,2.9
4645,Hysni Milloshi,ALBANIA,774277095,Start,ALBANIA,2.9
4646,Beqir Balluku,ALBANIA,774502969,C,ALBANIA,2.9
4647,Ilir Bano,ALBANIA,774573300,Stub,ALBANIA,2.9
4648,Ilir Rusmali,ALBANIA,774573397,Stub,ALBANIA,2.9
4649,Ismail Hoxha,ALBANIA,775523322,Stub,ALBANIA,2.9
4650,Ali Këlcyra,ALBANIA,775992309,Start,ALBANIA,2.9
4651,Jemin Gjana,ALBANIA,776452586,Stub,ALBANIA,2.9
4652,Teodor Keko,ALBANIA,776842295,C,ALBANIA,2.9
4653,Hajdar Muneka,ALBANIA,776997584,Stub,ALBANIA,2.9
4654,Gjergj Bojaxhi,ALBANIA,777492192,Stub,ALBANIA,2.9
4655,Ylli Bufi,ALBANIA,777492238,Stub,ALBANIA,2.9
4656,Ali Ahmeti,ALBANIA,778418380,Start,ALBANIA,2.9
4657,Tom Doshi,ALBANIA,778811297,Start,ALBANIA,2.9
4658,Lajla Pernaska,ALBANIA,779725350,Stub,ALBANIA,2.9
4659,Lefter Maliqi,ALBANIA,780161582,Stub,ALBANIA,2.9
4660,Leonard Demi,ALBANIA,780289941,Stub,ALBANIA,2.9
4661,Klement Zguri,ALBANIA,781947581,Stub,ALBANIA,2.9
4662,Sali Kelmendi,ALBANIA,781968923,Stub,ALBANIA,2.9
4663,Llambi Gegprifti,ALBANIA,782089225,Start,ALBANIA,2.9
4664,Dritëro Agolli,ALBANIA,782099774,C,ALBANIA,2.9
4665,Ylli Vesel Shehu,ALBANIA,782329312,Stub,ALBANIA,2.9
4666,Menduh Thaçi,ALBANIA,782427369,Stub,ALBANIA,2.9
4667,Luçiano Boçi,ALBANIA,782619134,Stub,ALBANIA,2.9
4668,Nasip Naço,ALBANIA,783767908,Start,ALBANIA,2.9
4669,Genc Ruli,ALBANIA,783768403,Stub,ALBANIA,2.9
4670,Eduard Halimi,ALBANIA,783769001,Start,ALBANIA,2.9
4671,Enkelejd Alibeaj,ALBANIA,783769131,Stub,ALBANIA,2.9
4672,Igli Cara,ALBANIA,783776796,Stub,ALBANIA,2.9
4673,Parid Cara,ALBANIA,783776831,Stub,ALBANIA,2.9
4674,Luan Skuqi,ALBANIA,783811255,Stub,ALBANIA,2.9
4675,Ymer Dishnica,ALBANIA,784148872,Stub,ALBANIA,2.9
4676,Met Bozi,ALBANIA,784558743,Stub,ALBANIA,2.9
4677,Rasih Dino,ALBANIA,784902264,Start,ALBANIA,2.9
4678,Mihal Prifti,ALBANIA,785021038,Stub,ALBANIA,2.9
4679,Fatmir Mediu,ALBANIA,785365028,Stub,ALBANIA,2.9
4680,Niko Peleshi,ALBANIA,785966439,Start,ALBANIA,2.9
4681,Rrahim Çota,ALBANIA,786027545,Stub,ALBANIA,2.9
4682,Paulina Hoti,ALBANIA,786199183,Stub,ALBANIA,2.9
4683,Pavlina Hoti,ALBANIA,786199314,Stub,ALBANIA,2.9
4684,Ferhat Bey Draga,ALBANIA,786220507,Start,ALBANIA,2.9
4685,Kristo Kirka,ALBANIA,786628383,C,ALBANIA,2.9
4686,Neritan Ceka,ALBANIA,786728572,Start,ALBANIA,2.9
4687,Kristo Floqi,ALBANIA,786975664,C,ALBANIA,2.9
4688,Kryeziu Brothers,ALBANIA,786981321,Start,ALBANIA,2.9
4689,Glauk Konjufca,ALBANIA,787000827,Stub,ALBANIA,2.9
4690,Dëshira Subashi,ALBANIA,787078197,Stub,ALBANIA,2.9
4691,Endrit Braimllari,ALBANIA,787439788,Start,ALBANIA,2.9
4692,Adrian Neritani,ALBANIA,787920862,Start,ALBANIA,2.9
4693,Salih Gjuka,ALBANIA,788180126,Stub,ALBANIA,2.9
4694,Mehmet Pashë Dërralla,ALBANIA,788180188,C,ALBANIA,2.9
4695,Ajdin Draga,ALBANIA,788180240,Stub,ALBANIA,2.9
4696,Iliaz Vrioni,ALBANIA,788180335,Start,ALBANIA,2.9
4697,Jakup Veseli,ALBANIA,788180488,Stub,ALBANIA,2.9
4698,Azis Tahir Ajdonati,ALBANIA,788180507,Stub,ALBANIA,2.9
4699,Avni bej Delvina,ALBANIA,788180585,Stub,ALBANIA,2.9
4700,Dervish Biçaku,ALBANIA,788180869,Stub,ALBANIA,2.9
4701,Jani Papadhopulli,ALBANIA,788181008,Stub,ALBANIA,2.9
4702,Ismail Qemali Gramshi,ALBANIA,788181154,Stub,ALBANIA,2.9
4703,Thanas Floqi,ALBANIA,788181217,Start,ALBANIA,2.9
4704,Nebi Sefa,ALBANIA,788181486,Stub,ALBANIA,2.9
4705,Kurt Agë Kadiu,ALBANIA,788181540,Stub,ALBANIA,2.9
4706,Mahmud Efendi Kaziu,ALBANIA,788182293,Stub,ALBANIA,2.9
4707,Feim Mezhgorani,ALBANIA,788182495,Stub,ALBANIA,2.9
4708,Murat Toptani,ALBANIA,788182525,Start,ALBANIA,2.9
4709,Zihni Abaz Kanina,ALBANIA,788182587,Stub,ALBANIA,2.9
4710,Zyhdi Vlora,ALBANIA,788182594,Stub,ALBANIA,2.9
4711,Qazim Kokoshi,ALBANIA,788182602,Stub,ALBANIA,2.9
4712,Jani Minga,ALBANIA,788182620,Start,ALBANIA,2.9
4713,Dhimitër Beratti,ALBANIA,788182881,Start,ALBANIA,2.9
4714,Dhimitër Ilo,ALBANIA,788182918,Stub,ALBANIA,2.9
4715,Shefqet Daiu,ALBANIA,788231444,Stub,ALBANIA,2.9
4716,Mimoza Hafizi,ALBANIA,788250379,Stub,ALBANIA,2.9
4717,Simon Stefani,ALBANIA,788272423,Stub,ALBANIA,2.9
4718,Bamir Topi,ALBANIA,788425897,C,ALBANIA,2.9
4719,Aleksandër Meksi,ALBANIA,788427441,Start,ALBANIA,2.9
4720,Rajmonda Bulku,ALBANIA,788611790,Stub,ALBANIA,2.9
4721,Misto Treska,ALBANIA,788819297,C,ALBANIA,2.9
4722,Vehbi Dibra,ALBANIA,788889966,Start,ALBANIA,2.9
4723,Veli Harxhi,ALBANIA,788890514,Stub,ALBANIA,2.9
4724,Sejfi Vllamasi,ALBANIA,788910415,Start,ALBANIA,2.9
4725,Xhelal Pasha Zogolli,ALBANIA,789017952,Stub,ALBANIA,2.9
4726,Muho Asllani,ALBANIA,789269944,C,ALBANIA,2.9
4727,Jahja Ballhysa,ALBANIA,789269948,Start,ALBANIA,2.9
4728,Ali Begeja,ALBANIA,789269963,Start,ALBANIA,2.9
4729,Teofik Bekteshi,ALBANIA,789269966,Stub,ALBANIA,2.9
4730,Fuad Bicaku,ALBANIA,789269967,Stub,ALBANIA,2.9
4731,Hasan Bicaku,ALBANIA,789269970,Stub,ALBANIA,2.9
4732,Albert Brojka,ALBANIA,789269975,Stub,ALBANIA,2.9
4733,Xhemal Bushati,ALBANIA,789269991,Start,ALBANIA,2.9
4734,Hito Çako,ALBANIA,789270004,Start,ALBANIA,2.9
4735,Irfan Ceklkupa,ALBANIA,789270019,Stub,ALBANIA,2.9
4736,Vangjel Çërrava,ALBANIA,789270025,Start,ALBANIA,2.9
4737,Rifat Dedja,ALBANIA,789270044,Stub,ALBANIA,2.9
4738,Sulejman Delvina,ALBANIA,789270051,Start,ALBANIA,2.9
4739,Ali Derhemi,ALBANIA,789270058,Stub,ALBANIA,2.9
4740,Izet Dibra,ALBANIA,789270072,Start,ALBANIA,2.9
4741,Lublin Dilja,ALBANIA,789270074,Stub,ALBANIA,2.9
4742,Petro Dode,ALBANIA,789270087,Start,ALBANIA,2.9
4743,Hasan Dosti,ALBANIA,789270092,C,ALBANIA,2.9
4744,Petrit Dume,ALBANIA,789270096,Start,ALBANIA,2.9
4745,Abdyl Dylaveri,ALBANIA,789270101,Stub,ALBANIA,2.9
4746,Pandeli Evangjeli,ALBANIA,789270104,Start,ALBANIA,2.9
4747,Qamil Musa Haxhi Feza,ALBANIA,789270106,Stub,ALBANIA,2.9
4748,Omer Fortuzi,ALBANIA,789270118,Stub,ALBANIA,2.9
4749,Myqerem Fuga,ALBANIA,789270130,Stub,ALBANIA,2.9
4750,Sami Gjebero,ALBANIA,789270132,Stub,ALBANIA,2.9
4751,Damian Gjiknuri,ALBANIA,789270134,Start,ALBANIA,2.9
4752,Skënder Gjinushi,ALBANIA,789270140,Stub,ALBANIA,2.9
4753,Lefter Goga,ALBANIA,789270148,Stub,ALBANIA,2.9
4754,Petro Goga,ALBANIA,789270151,Stub,ALBANIA,2.9
4755,Zyber Hallulli,ALBANIA,789270153,Stub,ALBANIA,2.9
4756,Edmond Haxhinasto,ALBANIA,789270155,Start,ALBANIA,2.9
4757,Kadri Hazbiu,ALBANIA,789270161,C,ALBANIA,2.9
4758,Hysen Hostopalli,ALBANIA,789270166,Stub,ALBANIA,2.9
4759,Behexhed Hydi,ALBANIA,789270171,Stub,ALBANIA,2.9
4760,Nesip Ibrahimi,ALBANIA,789270176,Stub,ALBANIA,2.9
4761,Shpëtim Idrizi,ALBANIA,789270179,Stub,ALBANIA,2.9
4762,Hekuran Isai,ALBANIA,789270185,Start,ALBANIA,2.9
4763,Peço Kagjini,ALBANIA,789270195,Stub,ALBANIA,2.9
4764,Rasim Kalakula,ALBANIA,789270198,Stub,ALBANIA,2.9
4765,Qemal Karosmani,ALBANIA,789270207,Stub,ALBANIA,2.9
4766,Isuf Keçi,ALBANIA,789270209,Stub,ALBANIA,2.9
4767,Abdyl Këllezi,ALBANIA,789270214,Start,ALBANIA,2.9
4768,Xhemal Kondi,ALBANIA,789270388,Stub,ALBANIA,2.9
4769,Servet Libohova,ALBANIA,789270419,Stub,ALBANIA,2.9
4770,Tomor Malasi,ALBANIA,789270430,Stub,ALBANIA,2.9
4771,Ali Manaj,ALBANIA,789270434,Stub,ALBANIA,2.9
4772,Ndue Marashi,ALBANIA,789270437,Stub,ALBANIA,2.9
4773,Shkelqim Meta,ALBANIA,789270444,Stub,ALBANIA,2.9
4774,Jashar Mezenxhiu,ALBANIA,789270447,Stub,ALBANIA,2.9
4775,Qirjako Mihali,ALBANIA,789270450,C,ALBANIA,2.9
4776,Pali Miska,ALBANIA,789270455,Start,ALBANIA,2.9
4777,Tahir Muhedini,ALBANIA,789270463,Stub,ALBANIA,2.9
4778,Manush Myftiu,ALBANIA,789270480,Start,ALBANIA,2.9
4779,Xhemal Naipi,ALBANIA,789270481,Stub,ALBANIA,2.9
4780,Nard Ndoka,ALBANIA,789270489,Stub,ALBANIA,2.9
4781,Sotir Peçi,ALBANIA,789270517,Start,ALBANIA,2.9
4782,Pilo Peristeri,ALBANIA,789270521,Start,ALBANIA,2.9
4783,Sabri Pilkati,ALBANIA,789270525,Stub,ALBANIA,2.9
4784,Iljaz Reka,ALBANIA,789270538,Stub,ALBANIA,2.9
4785,Alush Saraçi,ALBANIA,789270551,Stub,ALBANIA,2.9
4786,Ymer Saraçi,ALBANIA,789270555,Stub,ALBANIA,2.9
4787,Kasem Sejdini,ALBANIA,789270559,Stub,ALBANIA,2.9
4788,Qazim Sejdini,ALBANIA,789270563,Stub,ALBANIA,2.9
4789,Ibrahim Sina,ALBANIA,789270565,Stub,ALBANIA,2.9
4790,Eqerem Spahia,ALBANIA,789270569,Stub,ALBANIA,2.9
4791,Edmond Temelko,ALBANIA,789270575,Stub,ALBANIA,2.9
4792,Koço Theodhosi,ALBANIA,789270579,C,ALBANIA,2.9
4793,Fuat Toptani,ALBANIA,789270600,Stub,ALBANIA,2.9
4794,Llazar Treska,ALBANIA,789270606,Stub,ALBANIA,2.9
4795,Ferit Vokopola,ALBANIA,789270614,Stub,ALBANIA,2.9
4796,Rustem Ymeri,ALBANIA,789270633,Stub,ALBANIA,2.9
4797,Vilson Ahmeti,ALBANIA,789270634,Stub,ALBANIA,2.9
4798,Leandro Zoto,ALBANIA,789270644,Stub,ALBANIA,2.9
4799,Mustafa Baruti,ALBANIA,789270765,Stub,ALBANIA,2.9
4800,Abaz Çelkupa,ALBANIA,789270773,Stub,ALBANIA,2.9
4801,Xhelal Deliallisi,ALBANIA,789270775,Stub,ALBANIA,2.9
4802,Ibrahim Efendiu,ALBANIA,789270781,Stub,ALBANIA,2.9
4803,Veli Gërra,ALBANIA,789270784,Stub,ALBANIA,2.9
4804,Azis Efendi Gjirokastra,ALBANIA,789270787,Stub,ALBANIA,2.9
4805,Mustafa Hanxhiu,ALBANIA,789270791,Stub,ALBANIA,2.9
4806,Sherif Lengu,ALBANIA,789270805,Stub,ALBANIA,2.9
4807,Kristo Meksi,ALBANIA,789270814,Start,ALBANIA,2.9
4808,Qemal Mullai,ALBANIA,789270816,Stub,ALBANIA,2.9
4809,Myrteza Ali Struga,ALBANIA,789270819,Stub,ALBANIA,2.9
4810,Hamdi Ohri,ALBANIA,789270821,Stub,ALBANIA,2.9
4811,Riza Zogolli,ALBANIA,789270835,Stub,ALBANIA,2.9
4812,Prokop Murra,ALBANIA,789272024,C,ALBANIA,2.9
4813,Anton Harapi,ALBANIA,789451460,C,ALBANIA,2.9
4814,Nikollë Lesi,ALBANIA,789514693,Stub,ALBANIA,2.9
4815,Arben Malaj,ALBANIA,789610969,C,ALBANIA,2.9
4816,Arben Imami,ALBANIA,789669686,Start,ALBANIA,2.9
4817,Jorida Tabaku,ALBANIA,789817187,C,ALBANIA,2.9
4818,Vito Kapo,ALBANIA,789818165,Stub,ALBANIA,2.9
4819,Ledina Aliolli,ALBANIA,789818753,Stub,ALBANIA,2.9
4820,Adriana Gjonaj,ALBANIA,789818937,Stub,ALBANIA,2.9
4821,Ermelinda Meksi,ALBANIA,789948931,Start,ALBANIA,2.9
4822,Astrit Bushati,ALBANIA,790016758,Start,ALBANIA,2.9
4823,Safet Butka,ALBANIA,790105068,C,ALBANIA,2.9
4824,Mihal Zallari,ALBANIA,790107288,Start,ALBANIA,2.9
4825,Tefik Mborja,ALBANIA,790208674,Start,ALBANIA,2.9
4826,Bardhok Biba,ALBANIA,790216379,C,ALBANIA,2.9
4827,Avenir Peka,ALBANIA,790232486,Stub,ALBANIA,2.9
4828,Ndre Mjeda,ALBANIA,790240137,Start,ALBANIA,2.9
4829,Arenca Trashani,ALBANIA,790378063,Stub,ALBANIA,2.9
4830,Prenk Bib Doda,ALBANIA,790719984,C,ALBANIA,2.9
4831,Luigj Bumçi,ALBANIA,790720159,Start,ALBANIA,2.9
4832,Mehmet Konica,ALBANIA,790720433,Start,ALBANIA,2.9
4833,Mehdi Frashëri,ALBANIA,790720559,C,ALBANIA,2.9
4834,Petro Poga,ALBANIA,790720862,Start,ALBANIA,2.9
4835,Hajredin Cakrani,ALBANIA,790720998,Stub,ALBANIA,2.9
4836,Xhelal Koprencka,ALBANIA,790721040,Stub,ALBANIA,2.9
4837,Lef Nosi,ALBANIA,790721190,C,ALBANIA,2.9
4838,Ahmet Dakli,ALBANIA,790721207,Stub,ALBANIA,2.9
4839,Mustafa Merlika-Kruja,ALBANIA,790721285,C,ALBANIA,2.9
4840,Ymer Deliallisi,ALBANIA,790721290,Stub,ALBANIA,2.9
4841,Abdi Toptani,ALBANIA,790721310,Stub,ALBANIA,2.9
4842,Riza Dani,ALBANIA,790721337,Start,ALBANIA,2.9
4843,Mesila Doda,ALBANIA,790924186,Start,ALBANIA,2.9
4844,Besnik Mustafaj,ALBANIA,791225701,Stub,ALBANIA,2.9
4845,Bedri Pejani,ALBANIA,791318611,C,ALBANIA,2.9
4846,Hajdar Blloshmi,ALBANIA,791318746,Stub,ALBANIA,2.9
4847,Dervish Hima,ALBANIA,791318784,Start,ALBANIA,2.9
4848,Bilbil Klosi,ALBANIA,791415808,Start,ALBANIA,2.9
4849,List of Ministers of Foreign Affairs of Albania,ALBANIA,791679071,Start,ALBANIA,2.9
4850,Kostandin Boshnjaku,ALBANIA,791693230,C,ALBANIA,2.9
4851,Ramadan Çitaku,ALBANIA,791694358,Start,ALBANIA,2.9
4852,Astrit Patozi,ALBANIA,791805823,Stub,ALBANIA,2.9
4853,Idhomene Kosturi,ALBANIA,791836458,C,ALBANIA,2.9
4854,Rexhep Jella,ALBANIA,792117312,Stub,ALBANIA,2.9
4855,Flamur Noka,ALBANIA,792258578,Stub,ALBANIA,2.9
4856,Besiana Kadare,ALBANIA,792684433,Stub,ALBANIA,2.9
4857,Majlinda Bregu,ALBANIA,792801328,Start,ALBANIA,2.9
4858,Elez Koçi,ALBANIA,793994990,Start,ALBANIA,2.9
4859,Ditmir Bushati,ALBANIA,794083377,Start,ALBANIA,2.9
4860,Ceno Bey Kryeziu,ALBANIA,795293112,B,ALBANIA,2.9
4861,Costa Chekrezi,ALBANIA,795321320,C,ALBANIA,2.9
4862,Ibrahim Dalliu,ALBANIA,795643909,Start,ALBANIA,2.9
4863,Ibrahim Biçakçiu,ALBANIA,795835388,Start,ALBANIA,2.9
4864,Mihal Turtulli,ALBANIA,796371886,C,ALBANIA,2.9
4865,Besnik Bekteshi,ALBANIA,796600327,Start,ALBANIA,2.9
4866,Adil Çarçani,ALBANIA,796896129,Start,ALBANIA,2.9
4867,Aldo Bumçi,ALBANIA,796899839,Start,ALBANIA,2.9
4868,Nexhmije Hoxha,ALBANIA,797116789,Start,ALBANIA,2.9
4869,Albulena Haxhiu,ALBANIA,797183093,Stub,ALBANIA,2.9
4870,Visar Ymeri,ALBANIA,797474291,Stub,ALBANIA,2.9
4871,Andon Beça,ALBANIA,797490997,Stub,ALBANIA,2.9
4872,Gramoz Pashko,ALBANIA,797777699,Start,ALBANIA,2.9
4873,Adem Demaçi,ALBANIA,797855253,C,ALBANIA,2.9
4874,Fatmir Besimi,ALBANIA,798133285,B,ALBANIA,2.9
4875,Pirro Dodbiba,ALBANIA,798292485,C,ALBANIA,2.9
4876,Talat Xhaferi,ALBANIA,798306442,Start,ALBANIA,2.9
4877,Kiço Mustaqi,ALBANIA,798552371,C,ALBANIA,2.9
4878,Musine Kokalari,ALBANIA,798610427,C,ALBANIA,2.9
4879,Abedin Dino,ALBANIA,798610656,Start,ALBANIA,2.9
4880,Midhat Frashëri,ALBANIA,798610664,C,ALBANIA,2.9
4881,Dhimitër Pasko,ALBANIA,798610685,C,ALBANIA,2.9
4882,Dhimitër Shuteriqi,ALBANIA,798610693,C,ALBANIA,2.9
4883,Avni Rrustemi,ALBANIA,798614973,C,ALBANIA,2.9
4884,Lenka Çuko,ALBANIA,798618825,Start,ALBANIA,2.9
4885,Dashamir Tahiri,ALBANIA,799021548,Stub,ALBANIA,2.9
4886,Nikollë Kaçorri,ALBANIA,799304187,Start,ALBANIA,2.9
4887,Pandeli Cale,ALBANIA,799450784,Start,ALBANIA,2.9
4888,Orjola Pampuri,ALBANIA,799467293,Stub,ALBANIA,2.9
4889,Valentina Leskaj,ALBANIA,799468489,Stub,ALBANIA,2.9
4890,Arta Dade,ALBANIA,799468585,Stub,ALBANIA,2.9
4891,Klajda Gjosha,ALBANIA,799468712,Start,ALBANIA,2.9
4892,Mirela Kumbaro,ALBANIA,799468736,Start,ALBANIA,2.9
4893,Jozefina Topalli,ALBANIA,799644994,C,ALBANIA,2.9
4894,Reme Lala,ALBANIA,799695433,Stub,ALBANIA,2.9
4895,Dhimitër Kacimbra,ALBANIA,799802367,Stub,ALBANIA,2.9
4896,Mimi Kodheli,ALBANIA,800117926,Start,ALBANIA,2.9
4897,Besim Kuka,ALBANIA,800124910,Stub,ALBANIA,2.9
4898,Shkelzen Maliqi,ALBANIA,800150501,Start,ALBANIA,2.9
4899,Avdullah Hoti,ALBANIA,800216192,Stub,ALBANIA,2.9
4900,Ridvan Bode,ALBANIA,800267301,Stub,ALBANIA,2.9
4901,Abedin Nepravishta,ALBANIA,800597956,Stub,ALBANIA,2.9
4902,Grida Duma,ALBANIA,800805646,Start,ALBANIA,2.9
4903,Albana Vokshi,ALBANIA,800811950,Stub,ALBANIA,2.9
4904,Lindita Nikolla,ALBANIA,801084884,Stub,ALBANIA,2.9
4905,Fatmir Xhafaj,ALBANIA,801196501,Start,ALBANIA,2.9
4906,Elmaz Boçe,ALBANIA,801477757,Stub,ALBANIA,2.9
4907,Ibrahim Temo,ALBANIA,801554031,Stub,ALBANIA,2.9
4908,Engjëll Cara,ALBANIA,801685456,Stub,ALBANIA,2.9
4909,Liri Belishova,ALBANIA,801825901,Start,ALBANIA,2.9
4910,Sylejman Selimi,ALBANIA,801939407,Start,ALBANIA,2.9
4911,Rexhep Meidani,ALBANIA,802133891,Start,ALBANIA,2.9
4912,Ledina Mandia,ALBANIA,802161072,Start,ALBANIA,2.9
4913,Mehmet Shehu,ALBANIA,802276196,C,ALBANIA,2.9
4914,Pandeli Majko,ALBANIA,802380908,Start,ALBANIA,2.9
4915,Hysni Curri,ALBANIA,802437768,Start,ALBANIA,2.9
4916,Aqif Pasha Elbasani,ALBANIA,802437777,C,ALBANIA,2.9
4917,Spiridon Ilo,ALBANIA,802437821,Start,ALBANIA,2.9
4918,Qemal Karaosmani,ALBANIA,802437823,Start,ALBANIA,2.9
4919,Babë Dud Karbunara,ALBANIA,802437825,Start,ALBANIA,2.9
4920,Veli Këlcyra,ALBANIA,802437830,Start,ALBANIA,2.9
4921,Kostaq Kota,ALBANIA,802437849,Stub,ALBANIA,2.9
4922,Ismet Bey Kryeziu,ALBANIA,802437851,Start,ALBANIA,2.9
4923,Gjon Markagjoni,ALBANIA,802437876,Start,ALBANIA,2.9
4924,Dhimitër Mborja,ALBANIA,802437878,Start,ALBANIA,2.9
4925,Behxhet Nepravishta,ALBANIA,802437918,Stub,ALBANIA,2.9
4926,Zyhdi Ohri,ALBANIA,802437920,Stub,ALBANIA,2.9
4927,Thoma Orollogaj,ALBANIA,802437923,Start,ALBANIA,2.9
4928,Kadri Prishtina,ALBANIA,802437935,Start,ALBANIA,2.9
4929,Ymer Prizreni,ALBANIA,802437937,Start,ALBANIA,2.9
4930,Aristidh Ruci,ALBANIA,802437953,Start,ALBANIA,2.9
